File,Run,Raw Response,Validated JSON,Latency
data/hhLI.txt,1,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,2.877579927444458
data/hhLI.txt,2,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": [""Independent Consultant @ Parlance Labs"", ""R&D @ AnswerAI"", ""Scout @ Bain Capital""],
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Start Date"": ""Aug 2022"",
      ""End Date"": ""May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Start Date"": ""Sep 2019"",
      ""End Date"": ""Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Start Date"": ""Jan 2022"",
      ""End Date"": ""Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [""Analytics"", ""Predictive Modeling"", ""Machine Learning"", ""AI"", ""Data Science""]
}
",True,12.485633611679077
data/hhLI.txt,3,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,2.536513566970825
data/hhLI.txt,4,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": [
    ""Independent Consultant @ Parlance Labs"",
    ""R&D @ AnswerAI"",
    ""Scout @ Bain Capital""
  ],
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,4.155146360397339
data/hhLI.txt,5,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": [
    ""Independent Consultant @ Parlance Labs"",
    ""R&D @ AnswerAI"",
    ""Scout @ Bain Capital""
  ],
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,2.7305355072021484
data/hhLI.txt,6,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs, Scout @ Bain Capital, R&D @ AnswerAI"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,4.136045217514038
data/hhLI.txt,7,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,2.740142583847046
data/hhLI.txt,8,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": [
    ""Independent Consultant @ Parlance Labs"",
    ""R&D @ AnswerAI"",
    ""Scout @ Bain Capital""
  ],
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,3.1322014331817627
data/hhLI.txt,9,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,3.2840025424957275
data/hhLI.txt,10,"{
  ""Name"": ""Hamel Husain"",
  ""Current Role"": ""Independent Consultant @ Parlance Labs"",
  ""Location"": ""United States"",
  ""Previous Roles"": [
    {
      ""Title"": ""Entrepreneur in Residence"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Aug 2022 - May 2023""
    },
    {
      ""Title"": ""Core Contributor & Maintainer"",
      ""Company"": ""fast.ai"",
      ""Duration"": ""Sep 2019 - Aug 2022""
    },
    {
      ""Title"": ""Head of ML & Data Science"",
      ""Company"": ""Outerbounds"",
      ""Duration"": ""Jan 2022 - Aug 2022""
    }
  ],
  ""Education"": [
    {
      ""Degree"": ""Master of Science (M.S.), Computer Science, Machine Learning"",
      ""Field"": ""Computer Science, Machine Learning"",
      ""Institution"": ""Georgia Institute of Technology"",
      ""Years"": null
    },
    {
      ""Degree"": ""Doctor of Law (J.D.), Cum Laude"",
      ""Field"": null,
      ""Institution"": ""University of Michigan"",
      ""Years"": null
    }
  ],
  ""Top Skills"": [
    ""Analytics"",
    ""Predictive Modeling"",
    ""Machine Learning"",
    ""AI"",
    ""Data Science""
  ]
}
",True,2.737370014190674
